"On a clear blue day, an ocean surfer catches a wave and delicately maintains his balance on the surfboard as he rides towards the shore.","On a unclear blue day, an ocean surfer catches a wave and delicately maintains his balance on the surfboard as he rides towards the shore."
"The picture is clear and very sharp, showing two men hugging each other.","The picture is unclear and very sharp, showing two men hugging each other."
Three men waiting for a tractor driver to clear snow in the northern city of tigers,Three men waiting for a tractor driver to unclear snow in the northern city of tigers
"One man cooking food on a grill for a lot of people, possibly a party or a big family.","One man cooking food on a grill for a lot of people, impossibly a party or a big family."
The sky looked very clear at night.,The sky looked very unclear at night.
A family lost their shoes and decided to climb a big rock to see if they could see them.,A family lost their shoes and undecided to climb a big rock to see if they could see them.
The group of people decided to part ways,The group of people undecided to part ways
The match could be decided before it started.,The match could be undecided before it started.
the couple decided to stay home and sleep all day,the couple undecided to stay home and sleep all day
The weather at the beach is clear,The weather at the beach is unclear
A man is parasailing in the ocean with a clear sky.,A man is parasailing in the ocean with a unclear sky.
Someone having fun on their surfboard in the clear blue ocean.,Someone having fun on their surfboard in the unclear blue ocean.
Cool guy decided to stand on his head in the park and his neck breaks while the ladies watching laugh at him.,Cool guy undecided to stand on his head in the park and his neck breaks while the ladies watching laugh at him.
"The Woman performing Gymnastics in Olympics, possibly Australia","The Woman performing Gymnastics in Olympics, impossibly Australia"
A dark-skinned woman swims in clear water.,A dark-skinned woman swims in unclear water.
A girl in a bikini swims underwater in clear water.,A girl in a bikini swims underwater in unclear water.
the woman and the boy are likely coming from the laundry mat.,the woman and the boy are unlikely coming from the laundry mat.
The family decided to stay in bed to do instead of enjoying the outdoors.,The family undecided to stay in bed to do instead of enjoying the outdoors.
"A woman looking in a telescope to look at something really small, most likely some sort of science lab.","A woman looking in a telescope to look at something really small, most unlikely some sort of science lab."
Smiling woman in white sunglasses is holding clear plastic cup.,Smiling woman in white sunglasses is holding unclear plastic cup.
A group of people decided to go out for cake and ice cream.,A group of people undecided to go out for cake and ice cream.
A guy in midair with skis and a helmet with clear blue skies in background.,A guy in midair with skis and a helmet with unclear blue skies in background.
The dancer performs in the style known as ballet.,The dancer performs in the style unknown as ballet.
A man and a woman are running in a competitive race.,A man and a woman are running in a uncompetitive race.
A glass maker decided to stay home with the flu.,A glass maker undecided to stay home with the flu.
Kids are being informed on trucks,Kids are being uninformed on trucks
A man in a yellow shirt wearing a tool belt examines something on a roof on a clear day.,A man in a yellow shirt wearing a tool belt examines something on a roof on a unclear day.
There is a well known Indian statue on the sidewalk outside of the store.,There is a well unknown Indian statue on the sidewalk outside of the store.
Girls collide while engaged in a competitive sport.,Girls collide while engaged in a uncompetitive sport.
"A girl with blue nail polish, is in a workshop or garage among a variety of tools and objects and is pouring a clear liquid from a large, clear pitcher into a green, two-liter soda bottle.","A girl with blue nail polish, is in a workshop or garage among a variety of tools and objects and is pouring a unclear liquid from a large, clear pitcher into a green, two-liter soda bottle."
A man is doing a physical activity in pleasant weather.,A man is doing a physical activity in unpleasant weather.
"Surfer catching a good, deep clear blue, wave.","Surfer catching a good, deep unclear blue, wave."
This is an outdoor vegetable market in possibly Southeast Asia where please are selling their fruits and vegetables.,This is an outdoor vegetable market in impossibly Southeast Asia where please are selling their fruits and vegetables.
"A group of people, possibly family, sitting on the floor playing a word game similar to scrabble.","A group of people, impossibly family, sitting on the floor playing a word game similar to scrabble."
Performers sit on stage indoors to discuss who would likely win the award for best looking performer this year.,Performers sit on stage indoors to discuss who would unlikely win the award for best looking performer this year.
A musical band's vocalist and guitarist play center stage together amidst an impressive light show.,A musical band's vocalist and guitarist play center stage together amidst an unimpressive light show.
People are sitting in a clear path.,People are sitting in a unclear path.
The man is in a pleasant mood.,The man is in a unpleasant mood.
"Eight people in red and black clothing, carrying large red packs cross a footbridge over a clear blue and white river with a large canyon and mountain range in the background.","Eight people in red and black clothing, carrying large red packs cross a footbridge over a unclear blue and white river with a large canyon and mountain range in the background."
The cars are impressive and shiny,The cars are unimpressive and shiny
The man is a competitive rock climber.,The man is a uncompetitive rock climber.
There is a tattooed man drinking from an orange container while sitting on a bike that is attached to a pole held up by cables next to a pine tree on a clear day.,There is a tattooed man drinking from an orange container while sitting on a bike that is attached to a pole held up by cables next to a pine tree on a unclear day.
"An person, most likely an adult artist, is finger painting with chubby hands","An person, most unlikely an adult artist, is finger painting with chubby hands"
A man and a woman are practicing competitive dancing.,A man and a woman are practicing uncompetitive dancing.
it's a hot day so this girl decided to cool off in the fountain,it's a hot day so this girl undecided to cool off in the fountain
The water is clear,The water is unclear
you can see the bottom of the lake because the water is clear,you can see the bottom of the lake because the water is unclear
Every morning the water is clear on the lake,Every morning the water is unclear on the lake
The water is clear and cold,The water is unclear and cold
The water shooting from the top of the fountain crests near the moon in the clear night sky.,The water shooting from the top of the fountain crests near the moon in the unclear night sky.
A field hockey championship game is decided in overtime.,A field hockey championship game is undecided in overtime.
"Two guys doing stunt jobs with bikes, possibly at X Games event","Two guys doing stunt jobs with bikes, impossibly at X Games event"
The two men decided to run around while holding the cups.,The two men undecided to run around while holding the cups.
A possible woman dressed as a belly dancer holds out a cloth with beads on it.,A impossible woman dressed as a belly dancer holds out a cloth with beads on it.
A man in dark shorts is windsurfing on a clear day.,A man in dark shorts is windsurfing on a unclear day.
"A man suits up in a crowded helmet distributor, possibly going in a mass biking tournament.","A man suits up in a crowded helmet distributor, impossibly going in a mass biking tournament."
"A man wearing blue jeans, a striped shirt, a ball cap, and headphones sits on a bench on a public street, possibly waiting for a bus.","A man wearing blue jeans, a striped shirt, a ball cap, and headphones sits on a bench on a public street, impossibly waiting for a bus."
Puppies at a park during a competitive game of catch.,Puppies at a park during a uncompetitive game of catch.
A mother and daughter decided to stay home and watch movies.,A mother and daughter undecided to stay home and watch movies.
A couple in black coats is looking at the camera with pleasant expressions on their faces.,A couple in black coats is looking at the camera with unpleasant expressions on their faces.
Children working to clear snow.,Children working to unclear snow.
The men are enjoying the sunny day and clear sky.,The men are enjoying the sunny day and unclear sky.
The woman are playing a competitive match.,The woman are playing a uncompetitive match.
Explorer inside a snow cave standing on clear blue ice.,Explorer inside a snow cave standing on unclear blue ice.
A competitive bicyclist gets money out of an ATM.,A uncompetitive bicyclist gets money out of an ATM.
A hiking tour for seniors on a clear day.,A hiking tour for seniors on a unclear day.
"A boy is filling a UNICEF bucket with water with an older boy, possibly an older brother.","A boy is filling a UNICEF bucket with water with an older boy, impossibly an older brother."
A young man is participating in a competitive gun shooting event.,A young man is participating in a uncompetitive gun shooting event.
"A village uses a former circus elephant to help clear dangerous foliage outside of the village, during fire season.","A village uses a former circus elephant to help unclear dangerous foliage outside of the village, during fire season."
Two competitive swimmers race each other.,Two uncompetitive swimmers race each other.
Three landscape works clear away a fallen tree branch.,Three landscape works unclear away a fallen tree branch.
An older woman possibly yawning while members of a Salvation Army band walk past.,An older woman impossibly yawning while members of a Salvation Army band walk past.
Two waitresses clear empty plates from the table.,Two waitresses unclear empty plates from the table.
A woman in a gray shirt pouring a clear drink into a glass.,A woman in a gray shirt pouring a unclear drink into a glass.
A man on a scaffold using a broom to clear snow from the roof.,A man on a scaffold using a broom to unclear snow from the roof.
A Sprint car race with a clear winner in the lead.,A Sprint car race with a unclear winner in the lead.
The man decided to pass his binoculars to his friend,The man undecided to pass his binoculars to his friend
"Somewhere in Asia, a child is dressed in a costume, possibly as a sort of demon, and is doing a presentation in front of a large audience.","Somewhere in Asia, a child is dressed in a costume, impossibly as a sort of demon, and is doing a presentation in front of a large audience."
the boy is feeling more comfortable in blue shirt,the boy is feeling more uncomfortable in blue shirt
The men have known each other for over a year.,The men have unknown each other for over a year.
Students only prefer certain activities at school.,Students only prefer uncertain activities at school.
A young girl in a Mickey Mouse shirt is jumping in a park on a clear day.,A young girl in a Mickey Mouse shirt is jumping in a park on a unclear day.
Two boys are crossing a clear mountain creek.,Two boys are crossing a unclear mountain creek.
"The store front is clear of advertisement,s","The store front is unclear of advertisement,s"
A man is surfing in the clear water.,A man is surfing in the unclear water.
"3 men and woman waiting outside if a large building, possibly at an elevator.","3 men and woman waiting outside if a large building, impossibly at an elevator."
"Several people standing around building, possibly waiting for elevator","Several people standing around building, impossibly waiting for elevator"
"It looks to me like two men here wearing work uniforms have been trying to clear the gutters together in a foreign country, possibly the UK.","It looks to me like two men here wearing work uniforms have been trying to clear the gutters together in a foreign country, impossibly the UK."
Two men climb ladders to clear gutters.,Two men climb ladders to unclear gutters.
Many individuals dining and conversing at a very pleasant restaurant on a beautiful day.,Many individuals dining and conversing at a very unpleasant restaurant on a beautiful day.
A woman in a dark blouse is leaning toward a clear container on a table with some type of glowing liquid in it with a microscope in the background.,A woman in a dark blouse is leaning toward a unclear container on a table with some type of glowing liquid in it with a microscope in the background.
bald man in what looks like to be a lab with a lady watching as he is mixing some liquids in clear cup containers,bald man in what looks like to be a lab with a lady watching as he is mixing some liquids in unclear cup containers
A woman in comfortable clothes is making her toenails pretty.,A woman in uncomfortable clothes is making her toenails pretty.
Tracy decided to walk with her bike instead of racing.,Tracy undecided to walk with her bike instead of racing.
The woman decided it would be fast to walk her bike through the mud traps.,The woman undecided it would be fast to walk her bike through the mud traps.
A woman brushes dust and dirt off a possible find.,A woman brushes dust and dirt off a impossible find.
A competitive biker pauses on the course.,A uncompetitive biker pauses on the course.
A teenaged boy is looking for a certain store,A teenaged boy is looking for a uncertain store
These two people have known each other for a long time.,These two people have unknown each other for a long time.
Several people decided to meet in a public place.,Several people undecided to meet in a public place.
A man is cooking on an outdoor grill wearing clear plastic gloves with a white towel tucked into his belt.,A man is cooking on an outdoor grill wearing unclear plastic gloves with a white towel tucked into his belt.
A breakdancer displays an impressive handstand in a heavily graffiti tagged room.,A breakdancer displays an unimpressive handstand in a heavily graffiti tagged room.
Redheaded woman holding clear plastic over part of her hair while someone runs their fingers through her hair.,Redheaded woman holding unclear plastic over part of her hair while someone runs their fingers through her hair.
The two young boys play in a puddle on a comfortable day.,The two young boys play in a puddle on a uncomfortable day.
The woman and child were on a clear path.,The woman and child were on a unclear path.
A man walks by himself on a clear path.,A man walks by himself on a unclear path.
The family is having a pleasant dinner conversation.,The family is having a unpleasant dinner conversation.
"The young couple decided to have the most unconventional marriage imaginable, outside under the oak trees and in the nude!","The young couple undecided to have the most unconventional marriage imaginable, outside under the oak trees and in the nude!"
Three men are working on the possibly damaged telephone tower.,Three men are working on the impossibly damaged telephone tower.
"A young girl is fishing with some elderly people, possibly her grandparents.","A young girl is fishing with some elderly people, impossibly her grandparents."
a woman is scooping ice cream at a table with candy and toppings on it in clear bowls.,a woman is scooping ice cream at a table with candy and toppings on it in unclear bowls.
a sad woman is scooping ice cream at a table with candy and toppings on it in clear bowls.,a sad woman is scooping ice cream at a table with candy and toppings on it in unclear bowls.
a man is scooping ice cream at a table with candy and toppings on it in clear bowls.,a man is scooping ice cream at a table with candy and toppings on it in unclear bowls.
a person is scooping ice cream at a table with candy and toppings on it in clear bowls.,a person is scooping ice cream at a table with candy and toppings on it in unclear bowls.
The writing is clear,The writing is unclear
The bottle is made of clear plastic or glass.,The bottle is made of unclear plastic or glass.
"Kite surfers are surfing in a shipping harbor on a clear windy day, in the background is a snowcapped mountain.","Kite surfers are surfing in a shipping harbor on a unclear windy day, in the background is a snowcapped mountain."
This is the first clear day in weeks.,This is the first unclear day in weeks.
A woman wearing comfortable clothes standing on tracks.,A woman wearing uncomfortable clothes standing on tracks.
aerial view of a competitive skier,aerial view of a uncompetitive skier
A birds-eye snapshot of a competitive skier.,A birds-eye snapshot of a uncompetitive skier.
A competitive skier from very far away.,A uncompetitive skier from very far away.
A competitive skier is riding a gondola.,A uncompetitive skier is riding a gondola.
"A man with a white shirt and pants is taking a picture, also there are two large clear plastic bears that are holding colorful objects.","A man with a white shirt and pants is taking a picture, also there are two large unclear plastic bears that are holding colorful objects."
Two men making funny faces while one drinks a beer in a clear glass and the other is drinking out of a wineglass.,Two men making funny faces while one drinks a beer in a unclear glass and the other is drinking out of a wineglass.
The father decided to try pulling his daughter's sled with an ATV because he was too fat and tired to push it himself.,The father undecided to try pulling his daughter's sled with an ATV because he was too fat and tired to push it himself.
A main is trying to clear up his yard of leaves but is having a hard time.,A main is trying to unclear up his yard of leaves but is having a hard time.
A woman is holding a cellphone and possibly waiting for a taxi.,A woman is holding a cellphone and impossibly waiting for a taxi.
Many people out on the street on a clear day riding bikes and walking.,Many people out on the street on a unclear day riding bikes and walking.
Children are playing outside on a clear day.,Children are playing outside on a unclear day.
People are outside on a clear day.,People are outside on a unclear day.
a man holds a wooden dowel smoking a cigarette in a messy kitchen possibly drunk.,a man holds a wooden dowel smoking a cigarette in a messy kitchen impossibly drunk.
A woman in comfortable clothing is moving quickly outside near a building with a decoration on it.,A woman in uncomfortable clothing is moving quickly outside near a building with a decoration on it.
Children are inside wearing comfortable white pants and tops.,Children are inside wearing uncomfortable white pants and tops.
Volunteers are in this picture with their dog searching for a missing girls last known playing in the woods.,Volunteers are in this picture with their dog searching for a missing girls last unknown playing in the woods.
kids of hyper competitive parents participate in activities,kids of hyper uncompetitive parents participate in activities
An elderly woman is sitting down on the stone steps leading to impressive stonework.,An elderly woman is sitting down on the stone steps leading to unimpressive stonework.
boy playing competitive soccer match,boy playing uncompetitive soccer match
A man looks at art hoping to add to his already impressive collection.,A man looks at art hoping to add to his already unimpressive collection.
The hikers decided to take a picture.,The hikers undecided to take a picture.
A woman is stopped at a crosswalk waiting on the clear signal to start walking.,A woman is stopped at a crosswalk waiting on the unclear signal to start walking.
The man agrees to certain bedding.,The man agrees to uncertain bedding.
A man is using a gas blower to clear the street.,A man is using a gas blower to unclear the street.
"A little girl sitting on some steps covering her face, possibly crying.","A little girl sitting on some steps covering her face, impossibly crying."
"A person in a yellow shirt, working on an object with red and black wires protruding through a clear cover.","A person in a yellow shirt, working on an object with red and black wires protruding through a unclear cover."
The sky is clear and sunny,The sky is unclear and sunny
The roads are clear,The roads are unclear
There is no traffic and clear skys in the city,There is no traffic and unclear skys in the city
The police want as many people as possible to march through the area.,The police want as many people as impossible to march through the area.
A woman on a long bridge with a clear blue sky.,A woman on a long bridge with a unclear blue sky.
A small boy decided to cook some eggplant just before bed,A small boy undecided to cook some eggplant just before bed
Two people standing under clear umbrellas and a little girl standing beside them.,Two people standing under unclear umbrellas and a little girl standing beside them.
A woman stands before a goat in a dress in forest likely about to sacrafice the tied down goat with a sledgehammer.,A woman stands before a goat in a dress in forest unlikely about to sacrafice the tied down goat with a sledgehammer.
Two dogs running in a field of dry grass on a clear day.,Two dogs running in a field of dry grass on a unclear day.
A close play is about to be decided by the umpire.,A close play is about to be undecided by the umpire.
A man is diving into a crystal clear pond.,A man is diving into a crystal unclear pond.
"With a beautiful blue sky and green mountains in the background, a man in blue shorts and a blue shirt wades through the shallow, clear waters carry something white.","With a beautiful blue sky and green mountains in the background, a man in blue shorts and a blue shirt wades through the shallow, unclear waters carry something white."
a dog is looking for the best fish possible,a dog is looking for the best fish impossible
A young man bicycles towards the camera and away from beautiful mountains on a clear day.,A young man bicycles towards the camera and away from beautiful mountains on a unclear day.
A photo of a couple walking in what's possibly China.,A photo of a couple walking in what's impossibly China.
A female Asian is holding onto a pleasant party decoration.,A female Asian is holding onto a unpleasant party decoration.
The boy in the black jacket and checkered helmet does impressive jumps on his bike.,The boy in the black jacket and checkered helmet does unimpressive jumps on his bike.
Four people are swimming in a lake on a very clear day.,Four people are swimming in a lake on a very unclear day.
A cute baby takes a bath in a large clear bowl.,A cute baby takes a bath in a large unclear bowl.
The man with clear eyes is making a point to his friends.,The man with unclear eyes is making a point to his friends.
A small black and white dog paddles in some clear blue water.,A small black and white dog paddles in some unclear blue water.
Several teenagers decided to pose pictures.,Several teenagers undecided to pose pictures.
Two hippies are at a festival and decided to play songs to pass the time and make a little extra money for beer.,Two hippies are at a festival and undecided to play songs to pass the time and make a little extra money for beer.
Black hair woman are not known to play electric guitar.,Black hair woman are not unknown to play electric guitar.
Two older saxaphone players enjoy a pleasant conversation about the past,Two older saxaphone players enjoy a unpleasant conversation about the past
Riding on water is known as sailing.,Riding on water is unknown as sailing.
"Two men on a cobblestone street, possibly hostile towards each other.","Two men on a cobblestone street, impossibly hostile towards each other."
A teacher decided to teach the students from her manual.,A teacher undecided to teach the students from her manual.
It's possible the items will get destroyed by the beast.,It's impossible the items will get destroyed by the beast.
A woman stands behind a clear counter behind a large display of desserts.,A woman stands behind a unclear counter behind a large display of desserts.
A man and woman in swim clothes jump from a sleek white boat into clear blue waters just off the coast.,A man and woman in swim clothes jump from a sleek white boat into unclear blue waters just off the coast.
A group of Asian protesters stand around a known communist building.,A group of Asian protesters stand around a unknown communist building.
Village people are watching a woman who seems to be checking her messages possibly on her cellphone.,Village people are watching a woman who seems to be checking her messages impossibly on her cellphone.
Wonderful clear skies and beautiful night.,Wonderful unclear skies and beautiful night.
"On a clear day, a number of cyclists ride their bikes over a bridge in an industrial area.","On a unclear day, a number of cyclists ride their bikes over a bridge in an industrial area."
Cyclists are riding their bikes on a clear day.,Cyclists are riding their bikes on a unclear day.
A young man in a plaid shirt walking in the rain with a clear umbrella.,A young man in a plaid shirt walking in the rain with a unclear umbrella.
A man in a checkered blue and green shirt is holding a clear umbrella and walking down a street.,A man in a checkered blue and green shirt is holding a unclear umbrella and walking down a street.
Four people checking out and possibly repairing one of their bicycles.,Four people checking out and impossibly repairing one of their bicycles.
Several tall clear glasses are on shelves.,Several tall unclear glasses are on shelves.
The pilot is aware that the plane in doing a loop.,The pilot is unaware that the plane in doing a loop.
The ostrich is blurry while the pine tree is clear,The ostrich is blurry while the pine tree is unclear
The picture is clear except for the background.,The picture is unclear except for the background.
A woman is wearing comfortable shoes.,A woman is wearing uncomfortable shoes.
A competitive motorcycle racer prepares to make a left turn along a paved road.,A uncompetitive motorcycle racer prepares to make a left turn along a paved road.
The skier is hungover and decided to sleep in rather than go skiing.,The skier is hungover and undecided to sleep in rather than go skiing.
The man peered out from under the hood of his car as the impressive line of saddled horses walked down the street beside him.,The man peered out from under the hood of his car as the unimpressive line of saddled horses walked down the street beside him.
A man waits for the traffic to clear before he crosses.,A man waits for the traffic to unclear before he crosses.
"A man is doing a skateboarding trick, known as the ollie, over a staircase.","A man is doing a skateboarding trick, unknown as the ollie, over a staircase."
"A pale white lady with blond-hair and crystal clear blue eyes, somberly poses with two red berries placed in her nostrils.","A pale white lady with blond-hair and crystal unclear blue eyes, somberly poses with two red berries placed in her nostrils."
