Additional circumstances associated with public safety and security concerns could also justify the exclusion of certain information in the report.,Additional circumstances associated with public safety and security concerns could also justify the exclusion of uncertain information in the report.,certain,uncertain
Cost-of-services areas are areas where most of power sales are likely to occur.,Cost-of-services areas are areas where most of power sales are unlikely to occur.,likely,unlikely
well the the problem i had with the movie was the problem i've had with a lot of uh i guess Hollywood movies which is you know it's a formula movie and they're making the movie according to a certain formula that's a good formula but they seem to,well the the problem i had with the movie was the problem i've had with a lot of uh i guess Hollywood movies which is you know it's a formula movie and they're making the movie according to a uncertain formula that's a good formula but they seem to,certain,uncertain
"They built many impressive churches during the term of the first Latin Kingdom of Jerusalem, but in 1187 they were driven out by Muslim forces under the great warrior Saladin.","They built many unimpressive churches during the term of the first Latin Kingdom of Jerusalem, but in 1187 they were driven out by Muslim forces under the great warrior Saladin.",impressive,unimpressive
"Finally, the analysis reports, as required by paragraph 603(c), that the Commission has reduced burdens where possible and that the regulatory burdens retained are necessary to ensure the public receives the benefits of the new services in a prompt and efficient manner.","Finally, the analysis reports, as required by paragraph 603(c), that the Commission has reduced burdens where possible and that the regulatory burdens retained are necessary to ensure the public receives the benefits of the new services in a prompt and inefficient manner.",efficient,inefficient
The Shore comprises a quayside and several cobbled lanes with restaurants where you can have a pleasant lunch.,The Shore comprises a quayside and several cobbled lanes with restaurants where you can have a unpleasant lunch.,pleasant,unpleasant
"However, a change would not seem likely to have a negative impact, since, in contrast to the current policy, it would be consistent with the airlines' position that frequent flyer miles belong to the individual traveler.","However, a change would not seem unlikely to have a negative impact, since, in contrast to the current policy, it would be consistent with the airlines' position that frequent flyer miles belong to the individual traveler.",likely,unlikely
yeah but don't you think in a way that's kind of a cop out i mean it still is your responsibility and and and and nowadays they do have more information that you can become aware of and there are things like the League of Women Voters or some of the other groups,yeah but don't you think in a way that's kind of a cop out i mean it still is your responsibility and and and and nowadays they do have more information that you can become unaware of and there are things like the League of Women Voters or some of the other groups,aware,unaware
How convincing I'd been; for a brief time I'd even conned myself.,How unconvincing I'd been; for a brief time I'd even conned myself.,convincing,unconvincing
I was horrible at convincing anyone.,I was horrible at unconvincing anyone.,convincing,unconvincing
One factor is the integrity and ethical values maintained and demonstrated by management and staff.,One factor is the integrity and unethical values maintained and demonstrated by management and staff.,ethical,unethical
I only enjoy it in certain conditions,I only enjoy it in uncertain conditions,certain,uncertain
"In California, the client's rights to representation would be lost in certain administrative proceedings.","In California, the client's rights to representation would be lost in uncertain administrative proceedings.",certain,uncertain
"Nonetheless, becoming more efficient is not enough to remain competitive.","Nonetheless, becoming more inefficient is not enough to remain competitive.",efficient,inefficient
"The craziest poor sucker in a group of 20,000 bidders on the Internet is likely to be crazier than the craziest one among 200 in a Burbank hotel ballroom.","The craziest poor sucker in a group of 20,000 bidders on the Internet is unlikely to be crazier than the craziest one among 200 in a Burbank hotel ballroom.",likely,unlikely
"Because every generation is in part responsible for the economy it passes on to the next, today's fiscal policy choices must be informed by the long-term.","Because every generation is in part responsible for the economy it passes on to the next, today's fiscal policy choices must be uninformed by the long-term.",informed,uninformed
"These intriguing horseshoe-shaped valleys nestle like narrow amphi?­theaters against abrupt rocky cliffs, making rewarding destinations for a pleasant day's hike.","These intriguing horseshoe-shaped valleys nestle like narrow amphi?­theaters against abrupt rocky cliffs, making rewarding destinations for a unpleasant day's hike.",pleasant,unpleasant
"These patients were more likely to be young, male, disheveled, uninsured, and low income.","These patients were more unlikely to be young, male, disheveled, uninsured, and low income.",likely,unlikely
The patients were more likely to be young men with low incomes. ,The patients were more unlikely to be young men with low incomes.,likely,unlikely
It's likely we'll be speaking to you again.,It's unlikely we'll be speaking to you again.,likely,unlikely
"Another theory holds that Asian women in particular have better designed hips than Caucasians, making them like inflatable punching toys that can't be knocked down, thus less likely to suffer hip fractures.","Another theory holds that Asian women in particular have better designed hips than Caucasians, making them like inflatable punching toys that can't be knocked down, thus less unlikely to suffer hip fractures.",likely,unlikely
The books were put in a certain order.,The books were put in a uncertain order.,certain,uncertain
"Hence, a separate estimate of the financial effects of shifting from terminal dues to domestic postage rates for LC mail is likely to identify the most significant, persistent, and predicable effects of a shift to domestic postagebased terminal dues.","Hence, a separate estimate of the financial effects of shifting from terminal dues to domestic postage rates for LC mail is unlikely to identify the most significant, persistent, and predicable effects of a shift to domestic postagebased terminal dues.",likely,unlikely
Layering is the only method in which users can find certain details.,Layering is the only method in which users can find uncertain details.,certain,uncertain
"Do you remember affirming that if a crime had been committed, and anyone you loved had been murdered, 107 you felt certain that you would know by instinct who the criminal was, even if you were quite unable to prove it?""","Do you remember affirming that if a crime had been committed, and anyone you loved had been murdered, 107 you felt uncertain that you would know by instinct who the criminal was, even if you were quite unable to prove it?""",certain,uncertain
"The candidate most likely to win will be the one that addresses education reform, how to improve the economy and military security. ","The candidate most unlikely to win will be the one that addresses education reform, how to improve the economy and military security.",likely,unlikely
"Three km (1.5 miles) south of the pass, perched on the edge of Serra de Agua, is a handsome and comfortable mountain chalet, the best of its kind on Madeira.","Three km (1.5 miles) south of the pass, perched on the edge of Serra de Agua, is a handsome and uncomfortable mountain chalet, the best of its kind on Madeira.",comfortable,uncomfortable
"Further, the act sets up a series of pilot audits under which certain agencies are required to prepare agencywide financial statements and subject them to audit by the agenciesa inspectors general.","Further, the act sets up a series of pilot audits under which uncertain agencies are required to prepare agencywide financial statements and subject them to audit by the agenciesa inspectors general.",certain,uncertain
The final stages of FGD implementation are the most likely to impact the schedule.,The final stages of FGD implementation are the most unlikely to impact the schedule.,likely,unlikely
right well uh most of our medical things we don't uh have to worry about because of insurance and they're they're relatively small uh we've been lucky in the past we didn't have that problem but right now we don't for the other things the things that crop up that we aren't really expecting we have different funds set aside for different things like we have a car fund and we put a certain amount of money into that every single month whether we need to or not,right well uh most of our medical things we don't uh have to worry about because of insurance and they're they're relatively small uh we've been lucky in the past we didn't have that problem but right now we don't for the other things the things that crop up that we aren't really expecting we have different funds set aside for different things like we have a car fund and we put a uncertain amount of money into that every single month whether we need to or not,certain,uncertain
It's a pleasant one-hour drive from Paris and there are regular train departures from the Gare de Montparnasse.,It's a unpleasant one-hour drive from Paris and there are regular train departures from the Gare de Montparnasse.,pleasant,unpleasant
It is pleasant to see people you know when you are in a foreign culture.,It is unpleasant to see people you know when you are in a foreign culture.,pleasant,unpleasant
The Economic Analysis indicates that it is difficult to quantify the costs and benefits of the exemptions for certain employer/employee payments.,The Economic Analysis indicates that it is difficult to quantify the costs and benefits of the exemptions for uncertain employer/employee payments.,certain,uncertain
"The Belur temple's silhouette makes for an unfinished look, but it's not certain that towers or domes were ever planned.","The Belur temple's silhouette makes for an unfinished look, but it's not uncertain that towers or domes were ever planned.",certain,uncertain
It is quite likely that you are suffering from the Grass-Is-Greener Syndrome.,It is quite unlikely that you are suffering from the Grass-Is-Greener Syndrome.,likely,unlikely
It's not likely for you to suffer from Grass-Is-Greener Syndrome.,It's not unlikely for you to suffer from Grass-Is-Greener Syndrome.,likely,unlikely
We're fortunate that the banking crisis hasn't had a significant impact on us.,We're unfortunate that the banking crisis hasn't had a significant impact on us.,fortunate,unfortunate
Most likely one large thing about them.,Most unlikely one large thing about them.,likely,unlikely
"If there were actually a threshold, then the shape of the C-R function above the threshold would likely change.","If there were actually a threshold, then the shape of the C-R function above the threshold would unlikely change.",likely,unlikely
i'm not sure though when we talk about what rules if any that we should say well certain segments should not have to be tested i really don't see why,i'm not sure though when we talk about what rules if any that we should say well uncertain segments should not have to be tested i really don't see why,certain,uncertain
"After the takeover, one of the first hints of the new corporate culture was the removal of all those convenient signs, and--so the rumor went--the firing of the guy whose job it was to keep them up to date.","After the takeover, one of the first hints of the new corporate culture was the removal of all those inconvenient signs, and--so the rumor went--the firing of the guy whose job it was to keep them up to date.",convenient,inconvenient
The Commission's Office were certain of the legal soundness.,The Commission's Office were uncertain of the legal soundness.,certain,uncertain
"As she stood there, with her honest face upturned to mine, I thought what a fine specimen she was of the old-fashioned servant that is so fast dying out. ","As she stood there, with her dishonest face upturned to mine, I thought what a fine specimen she was of the old-fashioned servant that is so fast dying out.",honest,dishonest
Their cumulative and long term effects are predictable and likely insubstantial.,Their cumulative and long term effects are predictable and unlikely insubstantial.,likely,unlikely
"In general, clearer guidance was provided to programs on reviewing their own reporting procedures and practices, ensuring they conformed to the Handbook and ensuring all branch offices were aware of and were following these procedures.","In general, clearer guidance was provided to programs on reviewing their own reporting procedures and practices, ensuring they conformed to the Handbook and ensuring all branch offices were unaware of and were following these procedures.",aware,unaware
"Furthermore, environmental monitoring networks tracked important environmental improvements - - acid deposition was reduced by up to 30 percent in certain areas of the country.","Furthermore, environmental monitoring networks tracked important environmental improvements - - acid deposition was reduced by up to 30 percent in uncertain areas of the country.",certain,uncertain
"For all but the true believers, the publication of the rebuttal paper seems likely to end the Torah codes debate.","For all but the true believers, the publication of the rebuttal paper seems unlikely to end the Torah codes debate.",likely,unlikely
"I was aware of other servants huddled together in the background, all eyes and ears. ","I was unaware of other servants huddled together in the background, all eyes and ears.",aware,unaware
"The Commission's analysis addressed the effects of the rule on small entities in a general manner, consistent with the requirements of section 607.","The Commission's analysis addressed the effects of the rule on small entities in a general manner, inconsistent with the requirements of section 607.",consistent,inconsistent
"Turkey has some impressive natural formations, but none of them are made of white travertine.","Turkey has some unimpressive natural formations, but none of them are made of white travertine.",impressive,unimpressive
I am pretty certain they just let it grow.,I am pretty uncertain they just let it grow.,certain,uncertain
It's more convenient for me if I take care of it. ,It's more inconvenient for me if I take care of it.,convenient,inconvenient
It's very likely to occur.,It's very unlikely to occur.,likely,unlikely
"That is, affirmative action is more likely to succeed when it takes into account personal qualities like drive and motivation, which may not be captured on the SAT.","That is, affirmative action is more unlikely to succeed when it takes into account personal qualities like drive and motivation, which may not be captured on the SAT.",likely,unlikely
"In practice, the precision of results of repetitive chronic tests is considered acceptable if the NOECs vary by no more than one concentration interval above or below a central tendency.","In practice, the precision of results of repetitive chronic tests is considered unacceptable if the NOECs vary by no more than one concentration interval above or below a central tendency.",acceptable,unacceptable
NOECs variance of up to three concentration levels are considered acceptable as far as precision goes.,NOECs variance of up to three concentration levels are considered unacceptable as far as precision goes.,acceptable,unacceptable
"(Although it is doubtful whether Greider is aware of the source of his ideas--as Keynes wrote, Practical men, who believe themselves quite exempt from any intellectual influence, are usually the slaves of some defunct economist.","(Although it is doubtful whether Greider is unaware of the source of his ideas--as Keynes wrote, Practical men, who believe themselves quite exempt from any intellectual influence, are usually the slaves of some defunct economist.",aware,unaware
"This resort town has a long and usually uncrowded sandy beach, and there are several pleasant golf courses among the palm trees.","This resort town has a long and usually uncrowded sandy beach, and there are several unpleasant golf courses among the palm trees.",pleasant,unpleasant
Access to these materials can permit public comments filed on rules to be more informed and targeted to particular issues.,Access to these materials can permit public comments filed on rules to be more uninformed and targeted to particular issues.,informed,uninformed
The business is honest and righteous.,The business is dishonest and righteous.,honest,dishonest
I was one hundred percent certain about it.,I was one hundred percent uncertain about it.,certain,uncertain
The first challenge for implementing recommended screening and interventions for problem drinking in emergency settings involves convincing staff of the importance and efficacy of such interventions.,The first challenge for implementing recommended screening and interventions for problem drinking in emergency settings involves unconvincing staff of the importance and efficacy of such interventions.,convincing,unconvincing
"In addition, under certain circumstances, GAO has the authority to access information from other entities receiving federal funds, such as the District of Columbia, state and local governments, and private sector contractors.","In addition, under uncertain circumstances, GAO has the authority to access information from other entities receiving federal funds, such as the District of Columbia, state and local governments, and private sector contractors.",certain,uncertain
Relation of input (influences on security) and output (safety) likely to be difficult to measure and to be both indirect and direct,Relation of input (influences on security) and output (safety) unlikely to be difficult to measure and to be both indirect and direct,likely,unlikely
Qualitative data is less likely to be quoted in research papers than quantitative data.,Qualitative data is less unlikely to be quoted in research papers than quantitative data.,likely,unlikely
"Today its lawns, gardens and promenades are the most convenient and enjoyable place for many Madrilellos to take a family outing .","Today its lawns, gardens and promenades are the most inconvenient and enjoyable place for many Madrilellos to take a family outing .",convenient,inconvenient
If you're certain about your routine then go ahead.,If you're uncertain about your routine then go ahead.,certain,uncertain
I'm certain Dr. Bauerstein suspects it.,I'm uncertain Dr. Bauerstein suspects it.,certain,uncertain
"The massive mansion opposite, nearly as impressive, houses the Casa de efrica, with pelts, drums, costumes, carved figures, and furniture from some 26 African countries, as well as a tantalizing collection of objects related to santeraa, the syncretic Afro-Cuban religion (see page 26; Casa de efrica will likely be closed for renovations until the end of 2000).","The massive mansion opposite, nearly as impressive, houses the Casa de efrica, with pelts, drums, costumes, carved figures, and furniture from some 26 African countries, as well as a tantalizing collection of objects related to santeraa, the syncretic Afro-Cuban religion (see page 26; Casa de efrica will unlikely be closed for renovations until the end of 2000).",likely,unlikely
"The latter was a royal palace for much longer than Versailles, with certain additions made over seven centuries, notably from Franaois I in the 16th century.","The latter was a royal palace for much longer than Versailles, with uncertain additions made over seven centuries, notably from Franaois I in the 16th century.",certain,uncertain
"You have them then? With impressive coolness, Tommy denied.","You have them then? With unimpressive coolness, Tommy denied.",impressive,unimpressive
right and i think one other area here is that um this is typically what we call in this area yuppie area and people aren't my kids you know other than you know occasionally they're not even aware that there are people over fifty that,right and i think one other area here is that um this is typically what we call in this area yuppie area and people aren't my kids you know other than you know occasionally they're not even unaware that there are people over fifty that,aware,unaware
a stay at home mom and and i i  was very fortunate in starting and i really enjoyed it while i was at TI but you know the cutbacks were really getting to be rather frightening and i had less than five years,a stay at home mom and and i i was very unfortunate in starting and i really enjoyed it while i was at TI but you know the cutbacks were really getting to be rather frightening and i had less than five years,fortunate,unfortunate
"A pleasant detour off the Pau-Toulouse road, this fortified hilltop town has a splendid Romanesque-Gothic cathedral that merits an unhurried visit.","A unpleasant detour off the Pau-Toulouse road, this fortified hilltop town has a splendid Romanesque-Gothic cathedral that merits an unhurried visit.",pleasant,unpleasant
I am always aware of presidential rejections. ,I am always unaware of presidential rejections.,aware,unaware
"Among this amazing range of exquisite and colorful finds, there are also important artifacts that help confirm certain archaeological theories about the chronology of Egyptian history such as the slate palate of King Narmer one of the first documents scribed after Egypt became a unified Kingdom.","Among this amazing range of exquisite and colorful finds, there are also important artifacts that help confirm uncertain archaeological theories about the chronology of Egyptian history such as the slate palate of King Narmer one of the first documents scribed after Egypt became a unified Kingdom.",certain,uncertain
"In fact I am almost certain that it was made no earlier than yesterday afternoon.""","In fact I am almost uncertain that it was made no earlier than yesterday afternoon.""",certain,uncertain
THe mandates have been consistent for decades.,THe mandates have been inconsistent for decades.,consistent,inconsistent
Public organizations are significantly more likely to be attentive to new judicial requirements.,Public organizations are significantly more unlikely to be attentive to new judicial requirements.,likely,unlikely
"It may be the recipient of few architectural accolades, but its rooms are comfortable and very well furnished.","It may be the recipient of few architectural accolades, but its rooms are uncomfortable and very well furnished.",comfortable,uncomfortable
This is lovely and pleasant and generous.,This is lovely and unpleasant and generous.,pleasant,unpleasant
"When the evidence is more consistent than not, the analyst confirms the pattern and looks for others related to it.","When the evidence is more inconsistent than not, the analyst confirms the pattern and looks for others related to it.",consistent,inconsistent
"However, in recent years, as figure 4.1 illustrates, private saving-which is the major component of nonfederal saving-declined as federal saving rose-which is consistent with the Ricardian equivalence hypothesis.","However, in recent years, as figure 4.1 illustrates, private saving-which is the major component of nonfederal saving-declined as federal saving rose-which is inconsistent with the Ricardian equivalence hypothesis.",consistent,inconsistent
"We are fully aware of what's going on, even though we are not there.","We are fully unaware of what's going on, even though we are not there.",aware,unaware
It's impressive how we used to do everything on a typewriter.,It's unimpressive how we used to do everything on a typewriter.,impressive,unimpressive
OMB also informed us that generally Regulation X matters had been designated major rules under Executive Order 12291.,OMB also uninformed us that generally Regulation X matters had been designated major rules under Executive Order 12291.,informed,uninformed
Indians were removed from key positions in the administration because Cornwallis considered them not yet up to the stricter ethical standards that were being introduced.,Indians were removed from key positions in the administration because Cornwallis considered them not yet up to the stricter unethical standards that were being introduced.,ethical,unethical
IPM is a linear programming model of the electricity sector that finds the most efficient,IPM is a linear programming model of the electricity sector that finds the most inefficient,efficient,inefficient
It will be sufficient to say that in the early days of 1915 a certain document came into being.,It will be sufficient to say that in the early days of 1915 a uncertain document came into being.,certain,uncertain
"The falls are especially impressive after a summer rain, when the sunshine produces a single or even double rainbow in the spray.","The falls are especially unimpressive after a summer rain, when the sunshine produces a single or even double rainbow in the spray.",impressive,unimpressive
"The documents had to be retained for specified periods and be stored under certain procedures in accordance with Title 8, Records Management, of GAO's PolicyandProceduresManual.","The documents had to be retained for specified periods and be stored under uncertain procedures in accordance with Title 8, Records Management, of GAO's PolicyandProceduresManual.",certain,uncertain
"The town was a quiet spa and beach resort (its name means drinking fountain ) until the motorway's arrival brought it within comfortable commuting distance of the city; now it is set to become a bustling seaside suburb of Izmir, and a terminal for international ferries from Italy and Greece.","The town was a quiet spa and beach resort (its name means drinking fountain ) until the motorway's arrival brought it within uncomfortable commuting distance of the city; now it is set to become a bustling seaside suburb of Izmir, and a terminal for international ferries from Italy and Greece.",comfortable,uncomfortable
"Despite the prevalence of alcohol use disorders, hospital administrators are likely to raise concerns about hiring additional staff to conduct interventions because they do not consider addressing alcohol problems as part of their mission.","Despite the prevalence of alcohol use disorders, hospital administrators are unlikely to raise concerns about hiring additional staff to conduct interventions because they do not consider addressing alcohol problems as part of their mission.",likely,unlikely
Good times are certain to continue forever.,Good times are uncertain to continue forever.,certain,uncertain
The Jewish families were likely to be very wealthy.,The Jewish families were unlikely to be very wealthy.,likely,unlikely
It's likely a lovely time is had.,It's unlikely a lovely time is had.,likely,unlikely
"Oh, it's pleasant enough if you want to lead the idle life. ","Oh, it's unpleasant enough if you want to lead the idle life.",pleasant,unpleasant
"In contrast, some older power plants, built before certain Federal performance standards were put into place, are still operating without modern pollution control equipment for some emissions.","In contrast, some older power plants, built before uncertain Federal performance standards were put into place, are still operating without modern pollution control equipment for some emissions.",certain,uncertain
The eight and ninth graders are more likely to turn up drunk.,The eight and ninth graders are more unlikely to turn up drunk.,likely,unlikely
Wasting time is more important at certain points in life than others.,Wasting time is more important at uncertain points in life than others.,certain,uncertain
"Even worse, certain states have made it illegal to get large insurance discounts.","Even worse, uncertain states have made it illegal to get large insurance discounts.",certain,uncertain
Many people feel that the tip of the island is too physically taxing to be comfortable with.,Many people feel that the tip of the island is too physically taxing to be uncomfortable with.,comfortable,uncomfortable
"Even during the 1950s, the height of American conformism, women consistently ranked advice from mothers, sisters, and friends as more likely to drive their buying decisions than advertising.","Even during the 1950s, the height of American conformism, women consistently ranked advice from mothers, sisters, and friends as more unlikely to drive their buying decisions than advertising.",likely,unlikely
The Pope was well aware that Bramante needed to destroy these ancient monuments.,The Pope was well unaware that Bramante needed to destroy these ancient monuments.,aware,unaware
600 horsepower was considered to be quite impressive for an engine of that size.,600 horsepower was considered to be quite unimpressive for an engine of that size.,impressive,unimpressive
"Strictly speaking, Bharatpur is in Rajasthan, but proximity, just 42 km (26 miles) due west of Agra, makes it logical to include here.","Strictly speaking, Bharatpur is in Rajasthan, but proximity, just 42 km (26 miles) due west of Agra, makes it illogical to include here.",logical,illogical
We are aware that EIA has modeled the combined impacts but has also modeled the effects of the emission caps and the advanced technology scenarios separately.,We are unaware that EIA has modeled the combined impacts but has also modeled the effects of the emission caps and the advanced technology scenarios separately.,aware,unaware
"The war disturbed me, though to be honest I was a little disturbed before, too. ","The war disturbed me, though to be dishonest I was a little disturbed before, too.",honest,dishonest
This litigation involves CCLS's challenge to certain actions taken by the LSC in connection with the LSC's consolidation of services areas (undertaken as a cost-cutting measure) and implementation of a competitive bidding program for grant money.,This litigation involves CCLS's challenge to certain actions taken by the LSC in connection with the LSC's consolidation of services areas (undertaken as a cost-cutting measure) and implementation of a uncompetitive bidding program for grant money.,competitive,uncompetitive
There is no connection between the CCLS's challenge to certain actions taken by the LSC and this litigation.,There is no connection between the CCLS's challenge to uncertain actions taken by the LSC and this litigation.,certain,uncertain
"The result for pro bono clients traumatized by Sept. 11, said Chief Judge Kaye, was more efficient delivery of needed  emotional, frightened clients had only one contact to make, no matter how many problems they had; the lawyers would sort out the mess.","The result for pro bono clients traumatized by Sept. 11, said Chief Judge Kaye, was more inefficient delivery of needed emotional, frightened clients had only one contact to make, no matter how many problems they had; the lawyers would sort out the mess.",efficient,inefficient
"Its decision, which Tribe defended before the court earlier this month, is almost certain to be reversed, probably on textualist grounds.","Its decision, which Tribe defended before the court earlier this month, is almost uncertain to be reversed, probably on textualist grounds.",certain,uncertain
Auditors with a particular set of technical skills may be needed for certain assessment portions.,Auditors with a particular set of technical skills may be needed for uncertain assessment portions.,certain,uncertain
It is possible to emphasize this topic without stating that it should take precedence over other issues or have a certain amount of resources devoted to it.,It is possible to emphasize this topic without stating that it should take precedence over other issues or have a uncertain amount of resources devoted to it.,certain,uncertain
"Under GPRA, the OMB are not required to spend a certain amount on resources.","Under GPRA, the OMB are not required to spend a uncertain amount on resources.",certain,uncertain
This is an acceptable method.,This is an unacceptable method.,acceptable,unacceptable
It is likely incorrect as well.,It is unlikely incorrect as well.,likely,unlikely
to heck with them you know the police asked me if i wanted to press charges and i said no i'm not going to press charges i wanted the boys parents to know what had happened and i want you to go to talk to their parents and i want you know their their parents to be aware,to heck with them you know the police asked me if i wanted to press charges and i said no i'm not going to press charges i wanted the boys parents to know what had happened and i want you to go to talk to their parents and i want you know their their parents to be unaware,aware,unaware
"7 billion contingency was unreasonable before the update, were absolutely certain that amount was unjustified given the incorporation of new cost data and shorter time frame for prognosticating.","7 billion contingency was unreasonable before the update, were absolutely uncertain that amount was unjustified given the incorporation of new cost data and shorter time frame for prognosticating.",certain,uncertain
"For visitors today, Kumamoto serves as a convenient gateway for the scenic road trip to the Mt.","For visitors today, Kumamoto serves as a inconvenient gateway for the scenic road trip to the Mt.",convenient,inconvenient
The rates and classifications might be changed to better meet the needs of certain mailers.,The rates and classifications might be changed to better meet the needs of uncertain mailers.,certain,uncertain
Consciously aiming for stalemate would not be acceptable to Congress.,Consciously aiming for stalemate would not be unacceptable to Congress.,acceptable,unacceptable
"Equally impressive crowd scenes occur below Umeda in a mammoth network of shops, bars, and cozy inexpensive restaurants whose scale boggles the mind.","Equally unimpressive crowd scenes occur below Umeda in a mammoth network of shops, bars, and cozy inexpensive restaurants whose scale boggles the mind.",impressive,unimpressive
She was completely aware that I was listening.,She was completely unaware that I was listening.,aware,unaware
"Mieszko adopted Christianity most likely a savvy political move to place the new state on equal footing with nearby Christian states with ties to Rome and married a Czech princess, Dobrava, in 965.","Mieszko adopted Christianity most unlikely a savvy political move to place the new state on equal footing with nearby Christian states with ties to Rome and married a Czech princess, Dobrava, in 965.",likely,unlikely
of uh not going to school he said in view of the fact that he was certain i had a hot line to his school because uh i uh well i i was in physical education then and i just kept getting pushed into administration wound up in administration,of uh not going to school he said in view of the fact that he was uncertain i had a hot line to his school because uh i uh well i i was in physical education then and i just kept getting pushed into administration wound up in administration,certain,uncertain
"In the past, the absence of a broadbased homeland security definition or the ad hoc creation of a definition by individual government departments suggest that a consistent and transparent definition be applied to help create a more integrated approach and unified purpose.","In the past, the absence of a broadbased homeland security definition or the ad hoc creation of a definition by individual government departments suggest that a inconsistent and transparent definition be applied to help create a more integrated approach and unified purpose.",consistent,inconsistent
"Some of the stands under the bright umbrellas are real herbalists' heavens, but even if you can understand the patois, it's difficult to learn the precise uses for certain mysterious-looking items.","Some of the stands under the bright umbrellas are real herbalists' heavens, but even if you can understand the patois, it's difficult to learn the precise uses for uncertain mysterious-looking items.",certain,uncertain
"For children who love boats, riding the Star Ferry or ferry trips to outlying islands will be exciting, and the Dolphin Watch trip (see page 113) is certain to appeal.","For children who love boats, riding the Star Ferry or ferry trips to outlying islands will be exciting, and the Dolphin Watch trip (see page 113) is uncertain to appeal.",certain,uncertain
It was a pleasant experience talking to you.,It was a unpleasant experience talking to you.,pleasant,unpleasant
yeah i think that was a logical decision there,yeah i think that was a illogical decision there,logical,illogical
That decision was logical but it still troubles me.,That decision was illogical but it still troubles me.,logical,illogical
Take two or three days anything less is likely to be a waste of time.,Take two or three days anything less is unlikely to be a waste of time.,likely,unlikely
